Participant	Fam0	Fam1	Fam2	Fam3	Fam4	Fam5	Fam6	Fam7	Fam8	Fam9	Fam10	Fam11	Ctr0	Ctr1	Ctr2	WL0	WL1
24	B4_NL1	AG1	A5_NL1	AG2	B1_NL1	AG3	A6_NL1	AG4	B2_NL1	AG1	A2_NL1	AG2	B5_NL1	AG3	A4_NL1	AG4	B6_NL1	AG1	A1_NL1	AG2	B3_NL1	AG3	A3_NL1	AG4	B4_NL2	AG1	A5_NL2	AG2	B1_NL2	AG3	A6_NL2	AG4	B2_NL2	AG1	A2_NL2	AG2	B5_NL2	AG3	A4_NL2	AG4	B6_NL2	AG1	A1_NL2	AG2	B3_NL2	AG3	A3_NL2	AG4	HC_B2R	TC_B2L	RC_AR1L	WLS_A1R_B2L	WLG_A2R_B1L
25	A5_G1	AG1	B2_S1	AG2	A4_G1	AG3	B4_S1	AG4	A3_G1	AG1	B6_S1	AG2	A6_G1	AG3	B5_S1	AG4	A2_G1	AG1	B1_S1	AG2	A1_G1	AG3	B3_S1	AG4	A5_G2	AG1	B2_S2	AG2	A4_G2	AG3	B4_S2	AG4	A3_G2	AG1	B6_S2	AG2	A6_G2	AG3	B5_S2	AG4	A2_G2	AG1	B1_S2	AG2	A1_G2	AG3	B3_S2	AG4	TC_A2L	HC_A1R	RC_BL2R	WLG_A1L_B2R	WLS_A2L_B1R
26	A6_S1	AG1	B6_G1	AG2	A2_S1	AG3	B5_G1	AG4	A5_S1	AG1	B4_G1	AG2	A4_S1	AG3	B3_G1	AG4	A1_S1	AG1	B1_G1	AG2	A3_S1	AG3	B2_G1	AG4	A6_S2	AG1	B6_G2	AG2	A2_S2	AG3	B5_G2	AG4	A5_S2	AG1	B4_G2	AG2	A4_S2	AG3	B3_G2	AG4	A1_S2	AG1	B1_G2	AG2	A3_S2	AG3	B2_G2	AG4	TC_A2R	HC_B1L	RC_BR2L	WLG_A1L_B2R	WLS_A2R_B1L
27	B3_G1	AG1	A5_S1	AG2	B5_G1	AG3	A2_S1	AG4	B2_G1	AG1	A4_S1	AG2	B1_G1	AG3	A6_S1	AG4	B6_G1	AG1	A3_S1	AG2	B4_G1	AG3	A1_S1	AG4	B3_G2	AG1	A5_S2	AG2	B5_G2	AG3	A2_S2	AG4	B2_G2	AG1	A4_S2	AG2	B1_G2	AG3	A6_S2	AG4	B6_G2	AG1	A3_S2	AG2	B4_G2	AG3	A1_S2	AG4	TC_B1R	HC_A1R	RC_AL2R	WLG_A1R_B2L	WLS_A2L_B1R
28	B2_S1	AG1	A2_G1	AG2	B3_S1	AG3	A6_G1	AG4	B6_S1	AG1	A5_G1	AG2	B1_S1	AG3	A4_G1	AG4	B4_S1	AG1	A1_G1	AG2	B5_S1	AG3	A3_G1	AG4	B2_S2	AG1	A2_G2	AG2	B3_S2	AG3	A6_G2	AG4	B6_S2	AG1	A5_G2	AG2	B1_S2	AG3	A4_G2	AG4	B4_S2	AG1	A1_G2	AG2	B5_S2	AG3	A3_G2	AG4	TC_B1R	HC_B1R	RC_AR2L	WLG_A1R_B2L	WLS_A2R_B1L
29	A2_NL1	AG1	B5_NL1	AG2	A4_NL1	AG3	B3_NL1	AG4	A6_NL1	AG1	B1_NL1	AG2	A3_NL1	AG3	B4_NL1	AG4	A1_NL1	AG1	B2_NL1	AG2	A5_NL1	AG3	B6_NL1	AG4	A2_NL2	AG1	B5_NL2	AG2	A4_NL2	AG3	B3_NL2	AG4	A6_NL2	AG1	B1_NL2	AG2	A3_NL2	AG3	B4_NL2	AG4	A1_NL2	AG1	B2_NL2	AG2	A5_NL2	AG3	B6_NL2	AG4	TC_A1L	HC_A2L	RC_BL1R	WLS_A1L_B2R	WLG_A2L_B1R
30	A4_NL1	AG1	B4_NL1	AG2	A2_NL1	AG3	B5_NL1	AG4	A3_NL1	AG1	B6_NL1	AG2	A6_NL1	AG3	B2_NL1	AG4	A5_NL1	AG1	B1_NL1	AG2	A1_NL1	AG3	B3_NL1	AG4	A4_NL2	AG1	B4_NL2	AG2	A2_NL2	AG3	B5_NL2	AG4	A3_NL2	AG1	B6_NL2	AG2	A6_NL2	AG3	B2_NL2	AG4	A5_NL2	AG1	B1_NL2	AG2	A1_NL2	AG3	B3_NL2	AG4	TC_A1L	HC_B2L	RC_BR1L	WLS_A1L_B2R	WLG_A2R_B1L
31	B6_NL1	AG1	A3_NL1	AG2	B4_NL1	AG3	A5_NL1	AG4	B2_NL1	AG1	A2_NL1	AG2	B3_NL1	AG3	A1_NL1	AG4	B5_NL1	AG1	A4_NL1	AG2	B1_NL1	AG3	A6_NL1	AG4	B6_NL2	AG1	A3_NL2	AG2	B4_NL2	AG3	A5_NL2	AG4	B2_NL2	AG1	A2_NL2	AG2	B3_NL2	AG3	A1_NL2	AG4	B5_NL2	AG1	A4_NL2	AG2	B1_NL2	AG3	A6_NL2	AG4	TC_B1R	HC_A2R	RC_AL1R	WLS_A1R_B2L	WLG_A2L_B1R
32	B1_NL1	AG1	A3_NL1	AG2	B3_NL1	AG3	A2_NL1	AG4	B4_NL1	AG1	A5_NL1	AG2	B2_NL1	AG3	A6_NL1	AG4	B5_NL1	AG1	A4_NL1	AG2	B6_NL1	AG3	A1_NL1	AG4	B1_NL2	AG1	A3_NL2	AG2	B3_NL2	AG3	A2_NL2	AG4	B4_NL2	AG1	A5_NL2	AG2	B2_NL2	AG3	A6_NL2	AG4	B5_NL2	AG1	A4_NL2	AG2	B6_NL2	AG3	A1_NL2	AG4	TC_B1R	HC_B2L	RC_AR1L	WLS_A1R_B2L	WLG_A2R_B1L
33	A6_G1	AG1	B3_S1	AG2	A5_G1	AG3	B5_S1	AG4	A2_G1	AG1	B6_S1	AG2	A1_G1	AG3	B1_S1	AG4	A4_G1	AG1	B4_S1	AG2	A3_G1	AG3	B2_S1	AG4	A6_G2	AG1	B3_S2	AG2	A5_G2	AG3	B5_S2	AG4	A2_G2	AG1	B6_S2	AG2	A1_G2	AG3	B1_S2	AG4	A4_G2	AG1	B4_S2	AG2	A3_G2	AG3	B2_S2	AG4	HC_B1R	TC_A1L	RC_BL2R	WLG_A1L_B2R	WLS_A2L_B1R
34	A1_S1	AG1	B1_G1	AG2	A6_S1	AG3	B6_G1	AG4	A4_S1	AG1	B4_G1	AG2	A5_S1	AG3	B5_G1	AG4	A2_S1	AG1	B2_G1	AG2	A3_S1	AG3	B3_G1	AG4	A1_S2	AG1	B1_G2	AG2	A6_S2	AG3	B6_G2	AG4	A4_S2	AG1	B4_G2	AG2	A5_S2	AG3	B5_G2	AG4	A2_S2	AG1	B2_G2	AG2	A3_S2	AG3	B3_G2	AG4	HC_A1L	TC_A2R	RC_BR2L	WLG_A1L_B2R	WLS_A2R_B1L
35	B4_G1	AG1	A2_S1	AG2	B5_G1	AG3	A4_S1	AG4	B1_G1	AG1	A1_S1	AG2	B3_G1	AG3	A5_S1	AG4	B6_G1	AG1	A3_S1	AG2	B2_G1	AG3	A6_S1	AG4	B4_G2	AG1	A2_S2	AG2	B5_G2	AG3	A4_S2	AG4	B1_G2	AG1	A1_S2	AG2	B3_G2	AG3	A5_S2	AG4	B6_G2	AG1	A3_S2	AG2	B2_G2	AG3	A6_S2	AG4	HC_B1L	TC_B1R	RC_AL2R	WLG_A1R_B2L	WLS_A2L_B1R
36	B5_S1	AG1	A4_G1	AG2	B1_S1	AG3	A2_G1	AG4	B2_S1	AG1	A6_G1	AG2	B4_S1	AG3	A5_G1	AG4	B6_S1	AG1	A1_G1	AG2	B3_S1	AG3	A3_G1	AG4	B5_S2	AG1	A4_G2	AG2	B1_S2	AG3	A2_G2	AG4	B2_S2	AG1	A6_G2	AG2	B4_S2	AG3	A5_G2	AG4	B6_S2	AG1	A1_G2	AG2	B3_S2	AG3	A3_G2	AG4	HC_B1L	TC_B2R	RC_AR2L	WLG_A1R_B2L	WLS_A2R_B1L
37	A3_NL1	AG1	B6_NL1	AG2	A6_NL1	AG3	B5_NL1	AG4	A2_NL1	AG1	B3_NL1	AG2	A1_NL1	AG3	B2_NL1	AG4	A4_NL1	AG1	B4_NL1	AG2	A5_NL1	AG3	B1_NL1	AG4	A3_NL2	AG1	B6_NL2	AG2	A6_NL2	AG3	B5_NL2	AG4	A2_NL2	AG1	B3_NL2	AG2	A1_NL2	AG3	B2_NL2	AG4	A4_NL2	AG1	B4_NL2	AG2	A5_NL2	AG3	B1_NL2	AG4	HC_A2L	TC_A1L	RC_BL1R	WLS_A1L_B2R	WLG_A2L_B1R
38	A5_NL1	AG1	B5_NL1	AG2	A2_NL1	AG3	B1_NL1	AG4	A1_NL1	AG1	B2_NL1	AG2	A6_NL1	AG3	B3_NL1	AG4	A4_NL1	AG1	B6_NL1	AG2	A3_NL1	AG3	B4_NL1	AG4	A5_NL2	AG1	B5_NL2	AG2	A2_NL2	AG3	B1_NL2	AG4	A1_NL2	AG1	B2_NL2	AG2	A6_NL2	AG3	B3_NL2	AG4	A4_NL2	AG1	B6_NL2	AG2	A3_NL2	AG3	B4_NL2	AG4	HC_A2L	TC_A1R	RC_BR1L	WLS_A1L_B2R	WLG_A2R_B1L
39	B3_NL1	AG1	A6_NL1	AG2	B5_NL1	AG3	A2_NL1	AG4	B2_NL1	AG1	A3_NL1	AG2	B4_NL1	AG3	A1_NL1	AG4	B1_NL1	AG1	A5_NL1	AG2	B6_NL1	AG3	A4_NL1	AG4	B3_NL2	AG1	A6_NL2	AG2	B5_NL2	AG3	A2_NL2	AG4	B2_NL2	AG1	A3_NL2	AG2	B4_NL2	AG3	A1_NL2	AG4	B1_NL2	AG1	A5_NL2	AG2	B6_NL2	AG3	A4_NL2	AG4	HC_B2R	TC_B1R	RC_AL1R	WLS_A1R_B2L	WLG_A2L_B1R
40	B2_NL1	AG1	A6_NL1	AG2	B5_NL1	AG3	A1_NL1	AG4	B3_NL1	AG1	A3_NL1	AG2	B6_NL1	AG3	A4_NL1	AG4	B4_NL1	AG1	A5_NL1	AG2	B1_NL1	AG3	A2_NL1	AG4	B2_NL2	AG1	A6_NL2	AG2	B5_NL2	AG3	A1_NL2	AG4	B3_NL2	AG1	A3_NL2	AG2	B6_NL2	AG3	A4_NL2	AG4	B4_NL2	AG1	A5_NL2	AG2	B1_NL2	AG3	A2_NL2	AG4	HC_B2R	TC_B2L	RC_AR1L	WLS_A1R_B2L	WLG_A2R_B1L
41	A5_G1	AG1	B3_S1	AG2	A1_G1	AG3	B4_S1	AG4	A6_G1	AG1	B6_S1	AG2	A4_G1	AG3	B1_S1	AG4	A2_G1	AG1	B5_S1	AG2	A3_G1	AG3	B2_S1	AG4	A5_G2	AG1	B3_S2	AG2	A1_G2	AG3	B4_S2	AG4	A6_G2	AG1	B6_S2	AG2	A4_G2	AG3	B1_S2	AG4	A2_G2	AG1	B5_S2	AG2	A3_G2	AG3	B2_S2	AG4	TC_A1R	HC_B1R	RC_BL2R	WLG_A1L_B2R	WLS_A2L_B1R
42	A1_S1	AG1	B6_G1	AG2	A5_S1	AG3	B2_G1	AG4	A4_S1	AG1	B3_G1	AG2	A6_S1	AG3	B4_G1	AG4	A3_S1	AG1	B1_G1	AG2	A2_S1	AG3	B5_G1	AG4	A1_S2	AG1	B6_G2	AG2	A5_S2	AG3	B2_G2	AG4	A4_S2	AG1	B3_G2	AG2	A6_S2	AG3	B4_G2	AG4	A3_S2	AG1	B1_G2	AG2	A2_S2	AG3	B5_G2	AG4	TC_A1L	HC_A1R	RC_BR2L	WLG_A1L_B2R	WLS_A2R_B1L
43	B4_G1	AG1	A5_S1	AG2	B3_G1	AG3	A2_S1	AG4	B5_G1	AG1	A4_S1	AG2	B6_G1	AG3	A1_S1	AG4	B2_G1	AG1	A6_S1	AG2	B1_G1	AG3	A3_S1	AG4	B4_G2	AG1	A5_S2	AG2	B3_G2	AG3	A2_S2	AG4	B5_G2	AG1	A4_S2	AG2	B6_G2	AG3	A1_S2	AG4	B2_G2	AG1	A6_S2	AG2	B1_G2	AG3	A3_S2	AG4	TC_B2R	HC_B1R	RC_AL2R	WLG_A1R_B2L	WLS_A2L_B1R
44	B6_S1	AG1	A4_G1	AG2	B4_S1	AG3	A1_G1	AG4	B5_S1	AG1	A5_G1	AG2	B2_S1	AG3	A6_G1	AG4	B3_S1	AG1	A3_G1	AG2	B1_S1	AG3	A2_G1	AG4	B6_S2	AG1	A4_G2	AG2	B4_S2	AG3	A1_G2	AG4	B5_S2	AG1	A5_G2	AG2	B2_S2	AG3	A6_G2	AG4	B3_S2	AG1	A3_G2	AG2	B1_S2	AG3	A2_G2	AG4	TC_B2L	HC_B1L	RC_AR2L	WLG_A1R_B2L	WLS_A2R_B1L
45	A2_NL1	AG1	B4_NL1	AG2	A6_NL1	AG3	B5_NL1	AG4	A5_NL1	AG1	B6_NL1	AG2	A3_NL1	AG3	B2_NL1	AG4	A4_NL1	AG1	B1_NL1	AG2	A1_NL1	AG3	B3_NL1	AG4	A2_NL2	AG1	B4_NL2	AG2	A6_NL2	AG3	B5_NL2	AG4	A5_NL2	AG1	B6_NL2	AG2	A3_NL2	AG3	B2_NL2	AG4	A4_NL2	AG1	B1_NL2	AG2	A1_NL2	AG3	B3_NL2	AG4	TC_A2L	HC_B2R	RC_BL1R	WLS_A1L_B2R	WLG_A2L_B1R
46	A6_NL1	AG1	B6_NL1	AG2	A3_NL1	AG3	B3_NL1	AG4	A2_NL1	AG1	B5_NL1	AG2	A4_NL1	AG3	B1_NL1	AG4	A1_NL1	AG1	B4_NL1	AG2	A5_NL1	AG3	B2_NL1	AG4	A6_NL2	AG1	B6_NL2	AG2	A3_NL2	AG3	B3_NL2	AG4	A2_NL2	AG1	B5_NL2	AG2	A4_NL2	AG3	B1_NL2	AG4	A1_NL2	AG1	B4_NL2	AG2	A5_NL2	AG3	B2_NL2	AG4	TC_A1L	HC_B2L	RC_BR1L	WLS_A1L_B2R	WLG_A2R_B1L
47	B1_NL1	AG1	A6_NL1	AG2	B5_NL1	AG3	A1_NL1	AG4	B2_NL1	AG1	A4_NL1	AG2	B4_NL1	AG3	A5_NL1	AG4	B6_NL1	AG1	A3_NL1	AG2	B3_NL1	AG3	A2_NL1	AG4	B1_NL2	AG1	A6_NL2	AG2	B5_NL2	AG3	A1_NL2	AG4	B2_NL2	AG1	A4_NL2	AG2	B4_NL2	AG3	A5_NL2	AG4	B6_NL2	AG1	A3_NL2	AG2	B3_NL2	AG3	A2_NL2	AG4	TC_B1R	HC_B2L	RC_AL1R	WLS_A1R_B2L	WLG_A2L_B1R
48	B3_NL1	AG1	A3_NL1	AG2	B5_NL1	AG3	A5_NL1	AG4	B2_NL1	AG1	A4_NL1	AG2	B1_NL1	AG3	A1_NL1	AG4	B4_NL1	AG1	A2_NL1	AG2	B6_NL1	AG3	A6_NL1	AG4	B3_NL2	AG1	A3_NL2	AG2	B5_NL2	AG3	A5_NL2	AG4	B2_NL2	AG1	A4_NL2	AG2	B1_NL2	AG3	A1_NL2	AG4	B4_NL2	AG1	A2_NL2	AG2	B6_NL2	AG3	A6_NL2	AG4	TC_B2R	HC_B2R	RC_AR1L	WLS_A1R_B2L	WLG_A2R_B1L
